doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
dav-library-rules,data/university/dav-library-rules.md,Nội quy Thư viện Học viện Ngoại giao,https://dav.edu.vn/noi-quy-thu-vien-4957/,2026-09-18,not-stated,public-source
ftu-library-borrowing-faculty,data/university/ftu-library-borrowing-faculty.md,Quy định Mượn trả Tài liệu Thư viện dành cho Cán bộ và Giảng viên FTU,https://thuvien.ftu.edu.vn/noi-dung/quy-dinh,2026-09-18,not-stated,public-source
ftu-library-borrowing-student,data/university/ftu-library-borrowing-student.md,Quy định Mượn trả Tài liệu Thư viện dành cho Sinh viên và Học viên FTU,https://thuvien.ftu.edu.vn/noi-dung/quy-dinh,2026-09-18,not-stated,public-source
ftu-library-general-regulations,data/university/ftu-library-general-regulations.md,Nội quy Chung và Quy định Sử dụng Không gian Thư viện FTU,https://thuvien.ftu.edu.vn/noi-dung/quy-dinh,2026-09-18,not-stated,public-source
library-digital-resources,data/university/library-digital-resources.md,Quy định Khai thác Cơ sở Dữ liệu và Học liệu Điện tử,https://thuvien.ftu.edu.vn/noi-dung/noi-quy-phuc-vu-tai-lieu-so,2026-09-18,2026.1,public-source
library-ebook-service,data/university/library-ebook-service.md,Hướng dẫn Dịch vụ Đọc và Mượn Sách Điện tử Giáo trình (e-Book),https://thuvien.ftu.edu.vn/dich-vu/dich-vu-doc-muon-sach-dien-tu,2026-09-18,2026.1,public-source
library-online-booking,data/university/library-online-booking.md,Hướng dẫn Đặt trước Tài liệu và Phòng Thảo luận Nhóm Trực tuyến,https://thuvien.ftu.edu.vn/dich-vu/dang-ky-muon-tai-lieu,2026-09-18,2026.1,public-source
library-similarity-check,data/university/library-similarity-check.md,Quy trình Tra soát Trùng lặp trên Turnitin dành cho Người học FTU,https://thuvien.ftu.edu.vn/dich-vu/tra-soat-trung-lap,2026-09-18,2025-04-22,public-source
