url,doc_id,title,audience,department,category,language,document_version,license_or_permission
https://dav.edu.vn/noi-quy-thu-vien-4957/,dav-library-rules,Nội quy Thư viện Học viện Ngoại giao,all,library,regulation,vi,not-stated,public-source
https://thuvien.ftu.edu.vn/noi-dung/quy-dinh,ftu-library-borrowing-student,Quy định Mượn trả Tài liệu Thư viện dành cho Sinh viên và Học viên FTU,student,library,circulation,vi,not-stated,public-source
https://thuvien.ftu.edu.vn/noi-dung/quy-dinh,ftu-library-borrowing-faculty,Quy định Mượn trả Tài liệu Thư viện dành cho Cán bộ và Giảng viên FTU,faculty,library,circulation,vi,not-stated,public-source
https://thuvien.ftu.edu.vn/noi-dung/quy-dinh,ftu-library-general-regulations,Nội quy Chung và Quy định Sử dụng Không gian Thư viện FTU,all,library,regulation,vi,not-stated,public-source
https://thuvien.ftu.edu.vn/noi-dung/noi-quy-phuc-vu-tai-lieu-so,library-digital-resources,Quy định Khai thác Cơ sở Dữ liệu và Học liệu Điện tử,student,library,digital,vi,2026.1,public-source
https://thuvien.ftu.edu.vn/dich-vu/dang-ky-muon-tai-lieu,library-online-booking,Hướng dẫn Đặt trước Tài liệu và Phòng Thảo luận Nhóm Trực tuyến,student,library,service,vi,2026.1,public-source
https://thuvien.ftu.edu.vn/dich-vu/dich-vu-doc-muon-sach-dien-tu,library-ebook-service,Hướng dẫn Dịch vụ Đọc và Mượn Sách Điện tử Giáo trình (e-Book),student,library,ebook,vi,2026.1,public-source
https://thuvien.ftu.edu.vn/dich-vu/tra-soat-trung-lap,library-similarity-check,Quy trình Tra soát Trùng lặp trên Turnitin dành cho Người học FTU,student,library,research,vi,2025-04-22,public-source
